issue_id,title_id,title_name,shortered title,number_actual,number_printed,start_date,end_date,start_page_number,bibliographical_details,notes
470,6,A Perfect Diurnall,,305,305,5/28/1649 0:00:00,6/4/1649 00:00:00,2541,,
471,12,A Perfect Summary,,20,20,5/28/1649 0:00:00,6/4/1649 00:00:00,155,,
472,18,Man in the Moon,,8,8,5/28/1649 0:00:00,6/4/1649 00:00:00,67,,Not news
473,24,Mercurius Elencticus 2,,6,6,5/28/1649 0:00:00,6/4/1649 00:00:00,41,,
474,4,The Kingdomes Weekly Intelligencer,,314,314,5/29/1649 0:00:00,6/5/1649 00:00:00,1377,,
475,22,Mercurius Britannicus,,7,7,5/29/1649 0:00:00,6/5/1649 00:00:00,47,,
476,10,The Moderate,,47,47,5/29/1649 0:00:00,6/5/1649 00:00:00,531,,
477,21,Mercurius Pragmaticus for Charles II,,7,7,5/29/1649 0:00:00,6/5/1649 00:00:00,0,,Not really news
478,15,The Impartiall Intelligencer,,14,14,5/30/1649 0:00:00,6/6/1649 00:00:00,105,,
479,5,The Perfect Weekly Account,,41,41,5/30/1649 0:00:00,6/6/1649 00:00:00,501,,
480,11,Perfect Occurences,,127,127,6/1/1649 00:00:00,6/8/1649 00:00:00,108,,
481,14,The Kingdoms Faithfull Scout,,19,19,6/1/1649 00:00:00,6/8/1649 00:00:00,145,,
482,16,A Modest Narrative,,10,10,6/2/1649 00:00:00,6/9/1649 00:00:00,73,,
483,12,A Perfect Summary,,21,21,6/4/1649 00:00:00,6/11/1649 00:00:00,159,,
484,6,A Perfect Diurnall,,306,306,6/4/1649 00:00:00,6/11/1649 00:00:00,2557,,
485,20,England's Moderate Messenger,,7,7,6/4/1649 00:00:00,6/11/1649 00:00:00,49,,
486,24,Mercurius Elencticus,,7,7,6/4/1649 00:00:00,6/11/1649 00:00:00,49,,Not really news
487,21,Mercurius Pragmaticus for Charles II,,8,8,6/5/1649 00:00:00,6/12/1649 00:00:00,57,,Not really news
488,4,The Kingdomes Weekly Intelligencer,,315,315,6/5/1649 00:00:00,6/12/1649 00:00:00,1385,,
489,10,The Moderate,,48,48,6/5/1649 00:00:00,6/12/1649 00:00:00,543,,
490,18,Man in the Moon,,9,9,6/5/1649 00:00:00,6/13/1649 0:00:00,75,,Not really news
491,15,The Impartiall Intelligencer,,15,15,6/5/1649 00:00:00,6/13/1649 0:00:00,113,,
492,5,The Perfect Weekly Account,,42,42,6/6/1649 00:00:00,6/13/1649 0:00:00,501,,
493,11,Perfect Occurences,,128,128,6/8/1649 00:00:00,6/15/1649 0:00:00,1065,,
494,14,The Kingdoms Faithfull Scout,,20,20,6/8/1649 00:00:00,6/15/1649 0:00:00,153,,
495,16,A Modest Narrative,,11,11,6/9/1649 00:00:00,6/16/1649 0:00:00,81,,
496,6,A Perfect Diurnall,,307,307,6/11/1649 00:00:00,6/18/1649 0:00:00,2573,,
497,12,A Perfect Summary,,22,22,6/11/1649 00:00:00,6/18/1649 0:00:00,167,,
498,24,Mercurius Elencticus,,8,8,6/11/1649 00:00:00,6/18/1649 0:00:00,57,,Not really news
499,20,England's Moderate Messenger,,8,8,6/12/1649 00:00:00,6/19/1649 0:00:00,49,,
500,4,The Kingdomes Weekly Intelligencer,,316,316,6/12/1649 00:00:00,6/19/1649 0:00:00,1393,,
501,10,The Moderate,,49,49,6/12/1649 00:00:00,6/19/1649 0:00:00,555,,
502,21,Mercurius Pragmaticus for Charles II,,9,9,6/12/1649 00:00:00,6/19/1649 0:00:00,0,,Not really news
503,15,The Impartiall Intelligencer,,16,16,6/13/1649 0:00:00,6/20/1649 0:00:00,121,,
504,5,The Perfect Weekly Account,,0,0,6/13/1649 0:00:00,6/20/1649 0:00:00,517,,
505,32,The Moderate Mercury,,1,1,6/14/1649 0:00:00,6/21/1649 0:00:00,1,,
506,11,Perfect Occurences,,129,129,6/15/1649 0:00:00,6/22/1649 0:00:00,1113,,
507,14,The Kingdoms Faithfull Scout,,21,21,6/15/1649 0:00:00,6/22/1649 0:00:00,161,,
508,16,A Modest Narrative,,12,12,6/16/1649 0:00:00,6/23/1649 0:00:00,89,,
509,6,A Perfect Diurnall,,308,308,6/18/1649 0:00:00,6/25/1649 0:00:00,2589,,
510,20,England's Moderate Messenger,,9,9,6/18/1649 0:00:00,6/25/1649 0:00:00,65,,
511,12,A Perfect Summary,,23,23,6/18/1649 0:00:00,6/25/1649 0:00:00,175,,
512,4,The Kingdomes Weekly Intelligencer,,317,317,6/19/1649 0:00:00,6/26/1649 0:00:00,1401,,
513,10,The Moderate,,50,50,6/19/1649 0:00:00,6/26/1649 0:00:00,567,,
514,15,The Impartiall Intelligencer,,17,17,6/20/1649 0:00:00,6/27/1649 0:00:00,129,,
515,5,The Perfect Weekly Account,,0,0,6/20/1649 0:00:00,6/27/1649 0:00:00,525,,
516,32,The Moderate Mercury,,2,2,6/21/1649 0:00:00,6/28/1649 0:00:00,9,,
517,11,Perfect Occurences,,130,130,6/22/1649 0:00:00,6/29/1649 0:00:00,1081,,
518,14,The Kingdoms Faithfull Scout,,22,22,6/22/1649 0:00:00,6/29/1649 0:00:00,169,,
519,16,A Modest Narrative,,13,13,6/23/1649 0:00:00,6/30/1649 0:00:00,97,,
520,6,A Perfect Diurnall,,309,309,6/25/1649,7/2/1649,2607,,Lots of Irish news at beginning. News from Amsterdam - Smirna/Cretan war. Why none from Venice?
521,20,England's Moderate Messenger,,10,10,6/25/1649,7/2/1649,57,,
522,15,The Impartiall Intelligencer,,18,18,6/27/1649,7/3/1649,138,,
523,11,Perfect Occurences,,131,131,6/29/1649,7/6/1649,1145,,
524,14,The Kingdoms Faithfull Scout,,23,23,6/29/1649,7/6/1649,177,,Has Bill of Mortality and bread price - haven't seen the latter before
525,12,A Perfect Summary,,24,24,6/25/1649,7/2/1649,184,,
526,24,Mercurius Elencticus,,10,10,6/25/1649,7/2/1649,,,
527,21,Mercurius Pragmaticus for Charles II,,11,11,6/26/1649,7/3/1649,,,
528,10,The Moderate,,51,51,6/26/1649,7/3/1649,579,,
529,4,The Kingdomes Weekly Intelligencer,,318,318,6/26/1649,7/3/1649,1409,,
530,5,The Perfect Weekly Account,,NA,NA,6/28/1649,7/3/1649,529,,
531,16,A Modest Narrative,,14,14,6/30/1649,7/7/1649,105,,
532,20,England's Moderate Messenger,,11,11,7/2/1649,7/9/1649,65,,
533,6,A Perfect Diurnall,,310,310,7/2/1649,7/9/1649,2623,,
534,12,A Perfect Summary,,24,24,7/2/1649,7/9/1649,184,,
535,10,The Moderate,,52,52,7/3/1649,7/101649,593,,
536,4,The Kingdomes Weekly Intelligencer,,319,319,7/3/1649,7/10/1649,1417,,
537,5,The Perfect Weekly Account,,NA,NA,7/4/1649,7/11/1649,536,,"Wrong catchword, possible wrong page?"
538,16,A Modest Narrative,,15,15,7/7/1649,7/14/1649,113,,
539,12,A Perfect Summary,,25,25,7/9/1649,7/16/1649,100,,
540,6,A Perfect Diurnall,,311,311,7/9/1649,7/16/1649,2639,,
541,4,The Kingdomes Weekly Intelligencer,,320,,,,,,
542,10,The Moderate,,53,53,7/10/1649,7/17/1649,605,,
543,21,Mercurius Pragmaticus for Charles II,,12,12,,,,,
544,15,The Impartiall Intelligencer,,20,20,7/11/1649,7/18/1649,,,
545,5,The Perfect Weekly Account,,NA,NA,7/11/1649,7/18/1649,,,
546,19,The Man in the Moon,,14,14,7/11/1649,7/25/1649,,,Not entering in database
547,14,The Kingdoms Faithfull Scout,,25,25,7/13/1649,7/20/1649,,,
548,11,Perfect Occurences,,133,133,7/13/1649,7/20/1649,,,
549,16,A Modest Narrative,,16,16,7/14/1649,7/21/1649,,,
550,6,A Perfect Diurnall,,312,312,7/16/1649,7/23/1649,,,
551,12,A Perfect Summary,,19,29,7/16/1649,7/23/1649,,,
552,20,England's Moderate Messenger,,13,13,7/16/1649,7/23/1649,,,
553,33,A Tuesdaies Journall,,1,1,7/17/1649,7/23/1649,,,
554,10,The Moderate,,54,54,7/17/1649,7/24/1649,,,
555,4,The Kingdomes Weekly Intelligencer,,321,321,7/17/1649,7/24/1649,,,
556,15,The Impartiall Intelligencer,,21,21,7/18/1649,7/25/1649,,,
557,5,The Perfect Weekly Account,,,,7/18/1649,7/25/1649,,,
558,14,The Kingdoms Faithfull Scout,,26,26,7/20/1649,7/27/1649,,,
559,16,A Modest Narrative,,17,17,7/21/1649,7/28/1649,,,
560,6,A Perfect Diurnall,,313,312,7/23/1649,7/30/1649,3671,,
561,12,A Perfect Summary,,20,20,7/23/1649,7/30/1649,117,,
562,20,England's Moderate Messenger,,14,14,7/23/1649,7/30/1649,89,,
563,33,A Tuesdaies Journall,,2,2,7/24/1649,7/31/1649,9,,
564,10,The Moderate,,55,55,7/24/1649,7/31/1649,629,,
565,4,The Kingdomes Weekly Intelligencer,,322,322,7/24/1649,7/31/1649,1441,,
566,15,The Impartiall Intelligencer,,22,23,7/25/1649,8/1/1649,,,misdated - 
567,5,The Perfect Weekly Account,,NA,NA,7/25/1649,08/01/1649,,,
568,34,The armies painfull-messenger,,1,1,7/25/1649,8/2/1649,1,,
569,14,The Kingdoms Faithfull Scout,,27,27,7/27/1649,8/3/1649,unclear,,
570,11,Perfect Occurences,,135,135,7/27/1649,8/3/1649,,,
571,16,A Modest Narrative,,18,18,7/28/1649,8/4/1649,,,
572,6,A Perfect Diurnall,,314,314,7/30/1649,8/6/1649,,,
573,20,England's Moderate Messenger,,15,15,7/30/1649,8/6/1649,,,
574,12,A Perfect Summary,,21,21,7/30/1649,8/6/1649,125,,
575,15,The Impartiall Intelligencer,,23,22,8/1/1649,8/8/1649,171,,Misdated
576,4,The Kingdomes Weekly Intelligencer,,323,323,7/31/1649,8/7/1649,1449,,
577,10,The Moderate,,56,56,7/31/1649,8/7/1649,641,,
578,5,The Perfect Weekly Account,,NA,NA,8/1/1649,8/8/1649,561,,
579,11,Perfect Occurences,,136,136,8/3/1649,8/10/1649,2209,,
580,14,The Kingdoms Faithfull Scout,,28,28,8/3/1649,8/10/1649,209,,
581,16,A Modest Narrative,,19,19,8/4/1649,8/11/1649,145,,
582,6,A Perfect Diurnall,,315,315,8/6/1649,8/13/1649,2687,,
583,20,England's Moderate Messenger,,16,16,8/6/1649,8/13/1649,205,,
584,33,A Tuesdaies Journall,,4,4,8/7/1649,8/14/1649,25,,
585,4,The Kingdomes Weekly Intelligencer,,324,324,8/7/1649,8/14/1649,1457,,Most of the isse dedicated to victory in Ireland. Multiple use of the word letters in the final story.
586,10,The Moderate,,57,57,8/7/1649,8/14/1649,653,,
587,15,The Impartiall Intelligencer,,24,23,8/7/1649,8/15/1649,185,,
588,5,The Perfect Weekly Account,,NA,NA,8/8/1649,8/15/1649,569,,
589,14,The Kingdoms Faithfull Scout,,29,29,8/10/1649,8/17/1649,217,,
590,11,Perfect Occurences,,137,137,8/10/1649,8/17/1649,1217,,
591,16,A Modest Narrative,,20,20,8/11/1649,8/18/1649,153,,
592,12,A Perfect Summary,,22,22,8/13/1649,8/20/1649,133,,
593,6,A Perfect Diurnall,,316,316,8/13/1649,8/20/1649,2703,,
594,20,England's Moderate Messenger,,17,17,8/13/1649,8/20/1649,113,,
595,33,A Tuesdaies Journall,,5,5,8/14/1649,8/21/1649,33,,
596,4,The Kingdomes Weekly Intelligencer,,325,325,8/14/1649,8/21/1649,325,325,
597,10,The Moderate,,58,58,8/14/1649,8/21/1649,665,,
598,15,The Impartiall Intelligencer,,24,24,8/15/1649,8/22/1649,193,,
599,5,The Perfect Weekly Account,,NA,NA,8/15/1649,8/22/1649,,,
600,11,Perfect Occurences,,138,138,8/17/1649,8/24/1649,1223,,
601,14,The Kingdoms Faithfull Scout,,30,30,8/17/1649,8/24/1649,225,,
602,16,A Modest Narrative,,21,21,8/18/1649,8/25/1649,161,,
603,20,England's Moderate Messenger,,18,18,8/20/1649,8/27/1649,121,,
604,12,A Perfect Summary,,23,23,8/20/1649,8/27/1649,179,,
605,6,A Perfect Diurnall,,317,317,8/20/1649,8/27/1649,2719,,
606,10,The Moderate,,59,59,8/21/1649,8/28/1649,677,,
607,4,The Kingdomes Weekly Intelligencer,,326,326,8/21/1649,8/28/1649,1473,,
608,5,The Perfect Weekly Account,,NA,NA,8/22/1649,8/29/1649,,,wrongly dated as 22 - 27 August
609,11,Perfect Occurences,,139,139,8/24/1649,8/31/1649,1249,,
610,14,The Kingdoms Faithfull Scout,,31,31,8/24/1649,8/31/1649,233,,
611,16,A Modest Narrative,,22,22,8/25/1649,9/1/1649,169,,
612,6,A Perfect Diurnall,,318,318,,,,,
613,20,England's Moderate Messenger,,19,19,8/27/1649,9/3/1649,229,,
614,12,A Perfect Summary,,24,24,8/27/1649,9/3/1649,193,,
615,11,Perfect Occurences,,140,140,8/31/1649,9/7/1649,1265,,
616,10,The Moderate,,60,60,8/28/1649,9/4/1649,689,,
617,5,The Perfect Weekly Account,,NA,NA,8/29/1649,9/5/1649,585,,
618,15,The Impartiall Intelligencer,,25,25,8/30/1649,9/5/1649,209,,
619,16,A Modest Narrative,,23,23,9/1/1649,9/8/1649,177,,
620,20,England's Moderate Messenger,,20,20,9/3/1649,9/10/1649,,,
621,12,A Perfect Summary,,25,25,9/3/1649,9/10/1649,201,,
622,6,A Perfect Diurnall,,319,319,9/3/1649,9/10/1649,2731,,
623,4,The Kingdomes Weekly Intelligencer,,328,328,9/4/1649,9/11/1649,1489,,327 missing from EEBO
624,10,The Moderate,,61,61,9/4/1649,9/11/1649,701,,
625,15,The Impartiall Intelligencer,,26,25,9/5/1649,9/12/1649,209,,
626,5,The Perfect Weekly Account,,NA,NA,9/5/0164,9/13/1649,593,,
627,11,Perfect Occurences,,141,141,9/7/1649,9/14/1649,1281,,
628,14,The Kingdoms Faithfull Scout,,33,33,,,,,
629,16,A Modest Narrative,,24,24,9/8/1649,9/15/1649,185,,
630,12,A Perfect Summary,,26,26,9/10/1649,9/17/1649,,,
631,6,A Perfect Diurnall,,320,320,9/10/1649,9/17/1649,2767,,
632,20,England's Moderate Messenger,,21,21,9/10/1649,9/17/1649,137,,
633,4,The Kingdomes Weekly Intelligencer,,329,329,9/11/1649,9/18/1649,1457,,
634,10,The Moderate,,62,62,9/11/1649,9/18/1649,713,,
635,15,The Impartiall Intelligencer,,26,26,9/12/1649,9/19/1649,216,,
636,5,The Perfect Weekly Account,,NA,NA,9/12/1649,9/19/1649,601,,
637,11,Perfect Occurences,,142,142,9/14/1649,9/21/1649,1260,,
638,14,The Kingdoms Faithfull Scout,,34,34,9/14/1649,9/21/1649,,,
639,16,A Modest Narrative,,25,25,9/15/1649,9/22/1649,193,,
640,12,A Perfect Summary,,27,26,9/17/1649,9/24/1649,299,,
641,6,A Perfect Diurnall,,321,321,9/17/1649,9/24/1649,2783,,
642,20,England's Moderate Messenger,,22,22,9/17/1649,9/24/1649,145,,
643,10,The Moderate,,63,63,9/18/1649,9/25/1649,725,,
644,4,The Kingdomes Weekly Intelligencer,,330,330,9/18/1649,9/25/1649,1505,,
645,5,The Perfect Weekly Account,,NA,NA,9/19/1649,9/26/1649,609,,
646,14,The Kingdoms Faithfull Scout,,35,35,9/21/1649,9/28/1649,249,,Lots of reuse of the Moderate 63
647,11,Perfect Occurences,,143,143,9/21/1649,9/28/1649,1313,,
648,6,A Perfect Diurnall,,322,322,9/24/1649,10/1/1649,2799,,
649,12,A Perfect Summary,,28,27,9/24/1649,10/1/1649,219,,
650,4,The Kingdomes Weekly Intelligencer,,331,331,9/25/1649,10/2/1649,1583,,
651,5,The Perfect Weekly Account,,NA,NA,9/26/1649,10/03/1649,617,,
652,6,A Perfect Diurnall,,323,323,10/01/1649,10/08/1649,2811,,
653,11,Perfect Occurences,,144,144,9/28/1649,10/08/1649,1273,,
654,14,The Kingdoms Faithfull Scout,,36,36,9/28/1649,10/05/1649,257,,
655,4,The Kingdomes Weekly Intelligencer,,332,332,10/02/1649,10/09/1649,1521,,
656,5,The Perfect Weekly Account,,NA,NA,10/03/1649,10/10/1649,625,,
657,14,The Kingdoms Faithfull Scout,,37,37,10/05/1649,10/12/1649,265,,
658,11,Perfect Occurences,,145,145,10/05/1649,10/12/1649,1337,,
