paragraph_id,paragraph_sequence,date_set_or_published,date_sent,issue_id,number_as_printed,post,first_city,first_city_id,first_is_location,second_city,second_city_id,second_is_location,lines_count,domestic_or_foreign,category_primary,category_secondary,notes
5654,4,1648-01-22,NA,152,149,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Entertainment;Other (explained in notes),NA,NA
5655,5,1648-01-22,NA,152,149,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
5656,6,1648-01-22,1647-12-09,152,149,NA,House of Commons,NA,y,Connaught,NA,NA,133,Domestic,Ireland;War & Conflict,NA,Long verbatim letter of details in Ireland
5684,34,1648-01-24,NA,152,149,NA,House of Lords,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5685,35,1648-01-24,NA,152,149,NA,House of Commons,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
5686,36,1648-01-25,NA,152,149,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
5692,1,1648-01-27,NA,153,150,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5693,2,1648-01-27,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics;Legal/Criminal;War & Conflict,NA,NA
5694,3,1648-01-28,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics;Religion,NA,NA
5695,4,1648-01-28,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Legal/Criminal,NA,NA
5696,5,1648-01-28,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5697,6,1648-01-29,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5698,7,1648-01-29,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;Other (explained in notes),NA,NA
5723,32,1648-01-30,NA,153,150,NA,House of Commons,NA,y,NA,NA,NA,21,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5724,33,1648-01-30,NA,153,150,NA,House of Lords,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5725,34,1648-01-31,NA,153,150,NA,Houses of Parliament,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5728,37,1648-02-02,NA,153,150,NA,Houses of Parliament,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Legal/Criminal;Royal Courts,NA,NA
5729,1,1648-02-03,NA,154,151,NA,House of Commons,NA,y,NA,NA,NA,18,Domestic,Diplomacy/Politics;Economics and Trade;Legal/Criminal,NA,NA
5730,2,1648-02-04,NA,154,151,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics;Religion,NA,NA
5731,3,1648-02-05,NA,154,151,NA,House of Lords,NA,y,NA,NA,NA,7,Domestic,Legal/Criminal,NA,NA
5732,4,1648-02-05,NA,154,151,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;Royal Courts,NA,NA
5733,5,1648-02-05,NA,154,151,NA,London,244,y,NA,NA,NA,9,Domestic,Diplomacy/Politics;Royal Courts;War & Conflict,NA,NA
5758,30,1648-02-07,NA,154,151,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
5759,31,1648-02-08,NA,154,151,NA,Houses of Parliament,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5763,35,1648-02-09,NA,154,151,NA,House of Lords,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
5765,1,1648-02-10,NA,155,152,NA,House of Commons,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics,NA,NA
5766,2,1648-02-11,NA,155,152,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Religion,NA,NA
5777,13,1648-02-14,NA,155,152,NA,Houses of Parliament,NA,y,NA,NA,NA,20,Domestic,Legal/Criminal,NA,NA
5780,16,1648-02-14,NA,155,152,NA,House of Lords,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5781,17,1648-02-14,NA,155,152,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5782,18,1648-02-14,NA,155,152,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Legal/Criminal,NA,NA
5783,19,1648-02-16,NA,155,152,NA,House of Lords,NA,y,NA,NA,NA,8,Domestic,Legal/Criminal,NA,NA
5784,20,1648-02-16,NA,155,152,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
5786,1,1648-02-17,NA,156,153,NA,House of Commons,NA,y,NA,NA,NA,16,Domestic,Diplomacy/Politics;Legal/Criminal,NA,Various ordinances/debates
5787,2,1648-02-18,NA,156,153,NA,House of Lords,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5788,3,1648-02-18,NA,156,153,NA,House of Commons,NA,y,Carlisle,97,y,2,Domestic,Diplomacy/Politics,NA,NA
5789,4,1648-02-18,NA,156,153,NA,House of Commons,NA,y,Plymouth,71,y,6,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
5790,5,1648-02-18,NA,156,153,NA,House of Lords,NA,y,NA,NA,NA,2,Domestic,Diplomacy/Politics,NA,NA
5791,6,1648-02-19,NA,156,153,NA,House of Lords,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5792,7,1648-02-19,NA,156,153,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5812,27,1648-02-21,NA,156,153,NA,House of Commons,NA,y,NA,NA,NA,20,Domestic,Diplomacy/Politics,NA,NA
5813,28,1648-02-22,NA,156,153,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Foreign,Diplomacy/Politics,NA,NA
5814,1,1648-02-24,NA,157,154,NA,Houses of Parliament,NA,y,NA,NA,NA,35,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
5836,23,1648-02-29,NA,157,154,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
5837,24,1648-02-29,NA,157,154,NA,House of Lords,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics,NA,NA
5838,25,1648-03-01,NA,157,154,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics,NA,NA
5839,1,1648-03-02,NA,158,155,NA,House of Commons,NA,y,NA,NA,NA,42,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
5840,2,1648-03-03,NA,158,155,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
5841,3,1648-03-04,NA,158,155,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Economics and Trade;Legal/Criminal,NA,NA
5842,4,1648-03-04,NA,158,155,NA,House of Lords,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
5843,5,1648-03-04,NA,158,155,NA,Houses of Parliament,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5866,28,1648-03-06,NA,158,155,NA,Houses of Parliament,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5867,29,1648-03-07,NA,158,155,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
5868,30,1648-03-08,NA,158,155,NA,House of Lords,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics,NA,NA
5869,31,1648-03-08,NA,158,155,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
5871,1,1648-03-09,NA,159,156,NA,Houses of Parliament,NA,y,NA,NA,NA,20,Domestic,Diplomacy/Politics;Legal/Criminal;Opinion,NA,Decree against printing
5903,33,1648-03-16,NA,159,155,NA,Houses of Parliament,NA,y,NA,NA,NA,16,Domestic,Diplomacy/Politics;Legal/Criminal,NA,Some printing of parliament proceedings
5904,1,1648-03-16,NA,160,156,NA,House of Commons,NA,y,NA,NA,NA,27,Domestic,Diplomacy/Politics,NA,Summing up of previous weeks missed stories
5905,2,1648-03-17,NA,160,156,NA,House of Commons,NA,y,NA,NA,NA,2,Domestic,Diplomacy/Politics;Religion,NA,NA
5906,3,1648-03-18,NA,160,156,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
5936,34,1648-03-21,NA,160,156,NA,House of Commons,NA,y,NA,NA,NA,25,Domestic,Diplomacy/Politics,NA,Various debates in Commons
5938,36,1648-03-22,NA,160,157,NA,House of Commons,NA,y,NA,NA,NA,16,Domestic,Diplomacy/Politics;Religion,NA,NA
5939,1,1648-03-23,NA,161,158,NA,House of Commons,NA,y,NA,NA,NA,20,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
5940,2,1648-03-24,NA,161,158,NA,House of Commons,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics;Economics and Trade;Religion,NA,NA
5941,3,1648-03-25,NA,161,158,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Economics and Trade;War & Conflict,NA,NA
5966,28,1648-03-27,NA,161,158,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
5967,29,1648-03-28,NA,161,158,NA,House of Lords,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
5968,30,1648-03-28,NA,161,158,NA,Houses of Parliament,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics;Other (explained in notes),NA,NA
5969,31,1648-03-28,NA,161,158,NA,House of Lords,NA,y,Münster,NA,y,9,Domestic,Ireland;War & Conflict,NA,NA
5972,1,1648-03-30,NA,162,159,NA,House of Commons,NA,y,NA,NA,NA,17,Domestic,Diplomacy/Politics;War & Conflict,NA,Various Commons reports
5973,2,1648-03-31,NA,162,159,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Religion,NA,NA
5975,4,1648-04-01,NA,162,159,NA,House of Commons,NA,y,NA,NA,NA,1,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6006,35,1648-04-03,NA,162,159,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,NA
6008,37,1648-04-04,NA,162,159,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics;Economics and Trade;Other (explained in notes),NA,NA
6028,20,1648-04-12,NA,163,160,NA,London,244,y,NA,NA,NA,38,Domestic,Legal/Criminal;War & Conflict,NA,NA
6029,1,1648-04-13,NA,164,161,NA,Houses of Parliament,NA,y,NA,NA,NA,16,Domestic,Diplomacy/Politics;Legal/Criminal;Religion,NA,NA
6030,2,1648-04-13,NA,164,161,NA,Houses of Parliament,NA,y,NA,NA,NA,34,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
6031,3,1648-04-13,NA,164,161,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
6032,4,1648-04-13,NA,164,161,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
6050,22,1648-04-17,NA,164,161,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Economics and Trade,NA,NA
6053,25,1648-04-18,NA,164,161,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics;Ireland,NA,NA
6054,26,1648-04-19,NA,164,161,NA,House of Commons,NA,y,Edinburgh,90,y,7,Domestic,Diplomacy/Politics,NA,NA
6055,27,1648-04-19,NA,164,161,NA,House of Lords,NA,y,NA,NA,NA,8,Domestic,Legal/Criminal,NA,NA
6056,1,1648-04-20,NA,165,162,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Economics and Trade;War & Conflict,NA,NA
6057,2,1648-04-21,NA,165,162,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6058,3,1648-04-22,NA,165,162,NA,Houses of Parliament,NA,y,NA,NA,NA,22,Domestic,Diplomacy/Politics,NA,NA
6059,4,1648-04-22,NA,165,162,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6082,28,1648-04-22,NA,165,162,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6083,29,1648-04-25,NA,165,162,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6086,1,1648-04-27,NA,166,163,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics,NA,NA
6087,2,1648-04-28,NA,166,163,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6088,3,1648-04-29,NA,166,163,NA,Houses of Parliament,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics;Royal Courts,NA,NA
6124,39,1648-05-01,NA,166,163,NA,House of Commons,NA,y,NA,NA,NA,2,Domestic,Diplomacy/Politics;Religion,NA,NA
6125,40,1648-05-02,NA,166,163,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics,NA,NA
6126,41,1648-05-02,NA,166,163,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6127,42,1648-05-02,NA,166,163,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6128,43,1648-04-03,NA,166,163,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,NA,NA,Various reports etc
6129,1,1648-05-04,NA,167,164,NA,Houses of Parliament,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics,NA,NA
6131,3,1648-05-04,NA,167,164,NA,House of Commons,NA,y,NA,NA,NA,18,Domestic,Diplomacy/Politics,NA,NA
6132,4,1648-05-06,NA,167,164,NA,House of Commons,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6150,22,1648-05-08,NA,167,164,NA,House of Lords,NA,y,NA,NA,NA,38,Domestic,Legal/Criminal,NA,NA
6151,23,1648-05-08,NA,167,164,NA,House of Commons,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics,NA,NA
6152,24,1648-05-09,NA,167,164,NA,Houses of Parliament,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics,NA,NA
6153,25,1648-05-09,NA,167,164,NA,London,244,y,NA,NA,NA,2,Domestic,Other (explained in notes);Religion,NA,NA
6154,1,1648-05-11,NA,168,165,NA,House of Commons,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6156,3,1648-05-12,NA,168,165,NA,Houses of Parliament,NA,y,NA,NA,NA,23,Domestic,Diplomacy/Politics;War & Conflict,NA,Various reports
6157,4,1648-05-13,NA,168,165,NA,House of Commons,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics,NA,NA
6185,32,1648-05-13,NA,168,165,NA,House of Commons,NA,y,NA,NA,NA,2,Domestic,Diplomacy/Politics,NA,NA
6186,33,1648-05-16,NA,168,165,NA,Houses of Parliament,NA,y,NA,NA,NA,15,Domestic,Diplomacy/Politics,NA,NA
6191,2,1648-05-18,NA,169,166,NA,Houses of Parliament,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics,NA,various reports
6194,5,1648-05-20,NA,169,166,NA,Houses of Parliament,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics;Other (explained in notes),NA,NA
6214,25,1648-05-22,NA,169,166,NA,Houses of Parliament,NA,y,NA,NA,NA,24,Domestic,Diplomacy/Politics,NA,NA
6215,26,1648-05-23,NA,169,166,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,NA
6217,28,1648-05-24,NA,169,166,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6218,1,1648-05-25,NA,170,167,NA,London,244,y,NA,NA,NA,32,Domestic,Diplomacy/Politics;War & Conflict,NA,Various other stories
6219,2,1648-05-26,NA,170,167,NA,House of Commons,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,NA
6220,3,1648-05-27,NA,170,167,NA,Houses of Parliament,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics,NA,NA
6221,4,1648-05-27,NA,170,167,NA,London,244,y,NA,NA,NA,23,Domestic,Legal/Criminal;War & Conflict,NA,NA
6246,29,1648-05-29,NA,170,167,NA,Houses of Parliament,NA,y,NA,NA,NA,27,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6247,30,1648-05-29,NA,170,167,NA,Hounslow Heath,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6248,31,1648-05-30,NA,170,167,NA,London,244,y,NA,NA,NA,4,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6249,32,1648-05-30,NA,170,167,NA,Houses of Parliament,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6252,1,1648-06-01,NA,171,168,NA,London,244,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Royal Courts,NA,NA
6253,2,1648-06-01,NA,171,168,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics,NA,NA
6256,5,1648-06-03,NA,171,168,NA,Houses of Parliament,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics,NA,Various stories
6281,30,1648-06-03,NA,171,168,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6282,31,1648-06-04,NA,171,168,NA,Blackheath,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6283,32,1648-06-05,NA,171,168,NA,Houses of Parliament,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
6289,2,1648-06-08,NA,172,169,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6290,3,1648-06-09,NA,172,169,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6320,3,1648-06-15,NA,173,170,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics;Economics and Trade;Legal/Criminal,NA,Various reports
6321,4,1648-06-16,NA,173,170,NA,Houses of Parliament,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics;Economics and Trade;Legal/Criminal,NA,NA
6322,5,1648-06-17,NA,173,170,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6357,40,1648-06-19,NA,173,170,NA,House of Commons,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,Various reports
6359,42,1648-06-20,NA,173,170,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6377,17,1648-06-21,NA,174,171,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics,NA,NA
6378,18,1648-06-22,NA,174,171,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6379,19,1648-06-23,NA,174,171,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics,NA,NA
6381,21,1648-06-24,NA,174,171,NA,Houses of Parliament,NA,y,NA,NA,NA,15,Domestic,War & Conflict,NA,NA
6391,31,1648-06-26,NA,174,171,NA,Houses of Parliament,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
6394,2,1648-06-29,NA,175,172,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,War & Conflict,NA,NA
6395,3,1648-06-29,NA,175,172,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
6396,4,1648-06-30,NA,175,172,NA,Houses of Parliament,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6397,5,1648-07-01,NA,175,172,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6412,20,1648-07-01,NA,175,172,NA,London,244,y,NA,NA,NA,5,Domestic,Other (explained in notes),NA,NA
6417,25,1648-07-03,NA,175,172,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6418,26,1648-07-04,NA,175,172,NA,Houses of Parliament,NA,y,NA,NA,NA,17,Domestic,Diplomacy/Politics,NA,Various reports
6419,27,1648-07-05,NA,175,172,NA,Houses of Parliament,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics,NA,NA
6424,5,1648-07-06,NA,176,173,NA,London,244,y,NA,NA,NA,18,Domestic,Other (explained in notes);Religion,NA,Retort to aspersion cast in another newspaper
6448,29,1648-07-06,NA,176,173,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6449,30,1648-07-07,NA,176,173,NA,Houses of Parliament,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6451,32,1648-07-10,NA,176,173,NA,House of Lords,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6459,40,1648-07-12,NA,176,173,NA,House of Commons,NA,y,NA,NA,NA,15,Domestic,Diplomacy/Politics,NA,NA
6483,24,1648-07-13,NA,177,174,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Legal/Criminal,NA,NA
6484,25,1648-07-14,NA,177,174,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6485,26,1648-07-15,NA,177,174,NA,House of Commons,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6486,27,1648-07-17,NA,177,174,NA,House of Commons,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics,NA,NA
6487,28,1648-07-17,NA,177,174,NA,House of Commons,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6488,29,1648-07-18,NA,177,174,NA,House of Lords,NA,y,NA,NA,NA,18,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6493,5,1648-07-20,NA,178,175,NA,House of Commons,NA,y,NA,NA,NA,39,Domestic,Diplomacy/Politics,NA,NA
6494,6,1648-07-21,NA,178,175,NA,House of Commons,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6495,7,1648-07-22,NA,178,175,NA,House of Commons,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6519,31,1648-07-28,NA,178,175,NA,Houses of Parliament,NA,y,NA,NA,NA,27,Domestic,War & Conflict,NA,Various stories
6520,32,1648-07-28,NA,178,175,NA,Houses of Parliament,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6522,2,1648-07-27,NA,179,176,NA,House of Commons,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6523,3,1648-07-28,NA,179,176,NA,House of Commons,NA,y,NA,NA,NA,17,Domestic,Diplomacy/Politics,NA,NA
6524,4,1648-07-29,NA,179,176,NA,House of Commons,NA,y,Maj Gen Lambert,NA,NA,3,Domestic,Diplomacy/Politics,NA,NA
6525,5,1648-07-29,NA,179,176,NA,House of Commons,NA,y,NA,NA,NA,24,Domestic,Diplomacy/Politics;War & Conflict,NA,Various Commons reports
6542,22,1648-07-31,NA,179,176,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,NA
6543,23,1648-08-01,NA,179,176,NA,Houses of Parliament,NA,y,Nottingham,194,y,6,Domestic,Diplomacy/Politics,NA,NA
6544,24,1648-08-01,NA,179,176,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Diplomacy/Politics,NA,NA
6545,25,1648-08-02,NA,179,176,NA,House of Commons,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics,NA,NA
6550,3,1648-08-04,NA,180,177,NA,Houses of Parliament,NA,y,NA,NA,NA,88,Domestic,Diplomacy/Politics;Religion;War & Conflict,NA,NA
6553,6,1648-08-03,NA,180,177,NA,House of Commons,NA,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6555,8,1648-08-05,NA,180,177,NA,House of Commons,NA,y,NA,NA,NA,7,Domestic,Other (explained in notes);Religion,NA,NA
6567,20,1648-08-07,NA,180,177,NA,Houses of Parliament,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics,NA,NA
6568,21,1648-08-07,NA,180,177,NA,House of Commons,NA,y,NA,NA,NA,18,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6569,22,1648-08-08,NA,180,177,NA,House of Lords,NA,y,NA,NA,NA,38,Domestic,Diplomacy/Politics,NA,Letter from Prince to King
6570,23,1648-08-09,NA,180,177,NA,Houses of Parliament,NA,y,NA,NA,NA,20,Domestic,Diplomacy/Politics,NA,Various reports
6597,27,1648-08-10,NA,181,178,NA,Houses of Parliament,NA,y,NA,NA,NA,2,Domestic,Religion,NA,NA
6598,28,1648-08-11,NA,181,178,NA,Houses of Parliament,NA,y,NA,NA,NA,3,Domestic,Diplomacy/Politics;Religion,NA,NA
6599,29,1648-08-12,NA,181,178,NA,Houses of Parliament,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics,NA,NA
6600,30,1648-08-13,NA,181,178,NA,Houses of Parliament,NA,y,NA,NA,NA,30,Domestic,Diplomacy/Politics,NA,NA
6601,31,1648-08-16,NA,181,178,NA,Houses of Parliament,NA,y,NA,NA,NA,14,Domestic,Diplomacy/Politics,NA,NA
6627,24,1648-08-17,NA,182,179,NA,Houses of Parliament,NA,y,NA,NA,NA,12,Domestic,Diplomacy/Politics,NA,NA
6628,25,1648-08-18,NA,182,179,NA,Houses of Parliament,NA,y,NA,NA,NA,13,Domestic,Diplomacy/Politics;Economics and Trade,NA,NA
6629,26,1648-08-19,NA,182,179,NA,Houses of Parliament,NA,y,NA,NA,NA,18,Domestic,Diplomacy/Politics;Legal/Criminal,NA,NA
6630,27,1648-08-21,NA,182,179,NA,Houses of Parliament,NA,y,NA,NA,NA,11,Domestic,Diplomacy/Politics,NA,NA
6631,28,1648-08-22,NA,182,179,NA,Houses of Parliament,NA,y,NA,NA,NA,15,Domestic,War & Conflict,NA,NA
6652,17,1648-08-24,NA,183,180,NA,Houses of Parliament,NA,y,NA,NA,NA,8,Domestic,Diplomacy/Politics,NA,NA
6653,18,1648-08-26,NA,183,180,NA,Houses of Parliament,NA,y,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
6654,19,1648-08-28,NA,183,180,NA,Houses of Parliament,NA,y,NA,NA,NA,2,Domestic,Diplomacy/Politics,NA,NA
6655,20,1648-08-29,NA,183,180,NA,Houses of Parliament,NA,y,NA,NA,NA,9,Domestic,Diplomacy/Politics,NA,NA
6657,22,1648-08-29,NA,183,180,NA,Houses of Parliament,NA,y,NA,NA,NA,4,Domestic,Diplomacy/Politics,NA,NA
6667,2,1648-08-31,NA,184,181,NA,Houses of Parliament,NA,y,NA,NA,NA,116,Domestic,Diplomacy/Politics,NA,NA
6699,33,1648-09-04,NA,184,181,NA,House of Commons,NA,y,NA,NA,NA,5,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
